"Kunden Nr."	"Kunde"	"Material Nr."	Anfangsbestand	Retourniert	Zu berechnen
"529452"	"Agrarvereinigung Darchau e.G."	"12.999.01.001"	1	1	0
"529513"	"DOLL"	"12.999.01.001"	4	12	-8
"529513"	"DOLL"	"12.999.01.003"	25	11	14
"529513"	"DOLL"	"12.999.01.008"	0	0	0
"529513"	"DOLL"	"12.999.01.162"	24	10	14
"529513"	"DOLL"	"12.999.01.163"	10	4	6
"529513"	"DOLL"	"12.999.01.188"	8	1	7
"529520"	"Doll Sachsen GmbH"	"12.999.01.001"	6	6	0
"529520"	"Doll Sachsen GmbH"	"12.999.01.003"	6	5	1
"529520"	"Doll Sachsen GmbH"	"12.999.01.008"	4	2	2
"529520"	"Doll Sachsen GmbH"	"12.999.01.162"	14	14	0
"529520"	"Doll Sachsen GmbH"	"12.999.01.163"	4	4	0
"529520"	"Doll Sachsen GmbH"	"12.999.01.188"	1	0	1
"529551"	"Stefan Kohrs"	"12.999.01.001"	0	0	0
"529666"	"Wilhelm Severt Maschinenbau GmbH"	"12.999.01.001"	0	0	0
"529666"	"Wilhelm Severt Maschinenbau GmbH"	"12.999.01.003"	0	0	0
"529734"	"Max Streicher GmbH & Co."	"12.999.01.001"	2	0	2
"529741"	"Firestone Industrial Products"	"12.999.01.001"	105	90	15
"529864"	"WEISSENBURG Industrie-Technik"	"12.999.01.003"	3	0	3
"529894"	"Freidrich Kraft GmbH"	"12.999.01.001"	0	0	0
"529894"	"Freidrich Kraft GmbH"	"12.999.01.003"	0	0	0
"529947"	"Haas Fahrzeugtechnik GmbH"	"12.999.01.003"	0	0	0
"529985"	"Luhn & Pulvermacher"	"12.999.01.001"	21	0	21
"529986"	"LEISE GMBH & CO. KG"	"12.999.01.001"	0	0	0
"530076"	"Dreher und Schulz GbR"	"12.999.01.001"	0	0	0
"530172"	"GOTRADE L.L.C."	"12.999.01.003"	0	0	0
"530183"	"Hermann Fliess & Co. GmbH"	"12.999.01.003"	-16	20	-36
"530310"	"Josef König-Krölleke"	"12.999.01.001"	0	0	0
"530332"	"ITL Fahrzeugbau GmbH"	"12.999.01.001"	2	2	0
"530332"	"ITL Fahrzeugbau GmbH"	"12.999.01.003"	1	1	0
"530333"	"Monroe Czechia S.R.O."	"12.999.01.001"	156	90	66
"530338"	"BWO"	"12.999.01.001"	132	31	101
"530338"	"BWO"	"12.999.01.003"	-19	4	-23
"530338"	"BWO"	"12.999.01.008"	0	10	-10
"530356"	"Autohaus Widmann"	"12.999.01.001"	0	0	0
"530356"	"Autohaus Widmann"	"12.999.01.003"	0	0	0
"530536"	"MAT Commercial Vehicle"	"12.999.01.001"	-3	0	-3
"530536"	"MAT Commercial Vehicle"	"12.999.01.003"	16	1	15
"530536"	"MAT Commercial Vehicle"	"12.999.01.008"	76	2	74
"530621"	"Schenker (D) AG - Zebel (H)"	"12.999.01.008"	0	0	0
"530652"	"Waeles Nederland BV"	"12.999.01.001"	-33	0	-33
"530655"	"Walter Denoth"	"12.999.01.001"	0	0	0
"530720"	"Bernd Glücks"	"12.999.01.001"	0	0	0
"530761"	"Matthias Kühl"	"12.999.01.001"	0	0	0
"530761"	"Matthias Kühl"	"12.999.01.003"	0	0	0
"530813"	"Sievering"	"12.999.01.001"	0	0	0
"530901"	"Kammerer-Reifen GmbH"	"12.999.01.001"	1	0	1
"530901"	"Kammerer-Reifen GmbH"	"12.999.01.003"	1	0	1
"530908"	"HIL GmbH StPkt Oberviechtach"	"12.999.01.001"	0	0	0
"530946"	"AL-KO Record S.A."	"12.999.01.001"	42	0	42
"530959"	"Hofgut Elbaue"	"12.999.01.001"	0	0	0
"530959"	"Hofgut Elbaue"	"12.999.01.003"	0	0	0
"530959"	"Hofgut Elbaue"	"12.999.01.008"	0	0	0
"530964"	"Peter's Transporte u. Montagen GmbH"	"12.999.01.001"	1	0	1
"530964"	"Peter's Transporte u. Montagen GmbH"	"12.999.01.003"	5	0	5
"530984"	"Weigelt"	"12.999.01.001"	0	1	-1
"530984"	"Weigelt"	"12.999.01.003"	0	1	-1
"531030"	"Bandis & Knopp GmbH & Co. KG"	"12.999.01.003"	-56	0	-56
"531047"	"BASE VIE LGV GUINTOLI"	"12.999.01.003"	0	0	0
"531095"	"Agrargenossenschaft "Moorgrund" e.G"	"12.999.01.003"	0	0	0
"531150"	"KTH Trailer GmbH"	"12.999.01.003"	0	0	0
"531239"	"HKM Fahrzeugbau GmbH i. I."	"12.999.01.001"	0	0	0
"531239"	"HKM Fahrzeugbau GmbH i. I."	"12.999.01.003"	0	0	0
"531239"	"HKM Fahrzeugbau GmbH i. I."	"12.999.01.162"	0	0	0
"531239"	"HKM Fahrzeugbau GmbH i. I."	"12.999.01.163"	0	0	0
"531239"	"HKM Fahrzeugbau GmbH i. I."	"12.999.01.188"	0	0	0
"531247"	"WIHAG Fahrzeugsysteme GmbH"	"12.999.01.003"	4	2	2
"531252"	"Fortuna Fahrzeugbau GmbH & Co. KG"	"12.999.01.003"	4	0	4
"531285"	"A.-W. HEIL & SOHN GMBH & CO.KG"	"12.999.01.001"	38	38	0
"531285"	"A.-W. HEIL & SOHN GMBH & CO.KG"	"12.999.01.003"	11	11	0
"531366"	"4JET Technologies GmbH"	"12.999.01.001"	2	2	0
"90000106"	"Saint-Gobain Performance"	"12.999.01.003"	0	0	0
"90000116"	"MANNSTAEDT GMBH"	"12.999.01.003"	1	1	0
"90000187"	"FRAMUER-HALBACH GMBH"	"12.999.01.001"	-1	0	-1
"90000193"	"Trelleborg Sealing Solutions"	"12.999.01.003"	-1	0	-1
"90000267"	"Subtil GmbH"	"12.999.01.003"	-19	0	-19
"90000321"	"ZF Friedrichshafen AG"	"12.999.01.001"	1	0	1
"90000337"	"Leist Oberflächentechnik e.K."	"12.999.01.003"	1	0	1
"90000337"	"Leist Oberflächentechnik e.K."	"12.999.01.008"	3	0	3
"90000356"	"KARL GROLL GMBH & CO. KG"	"12.999.01.001"	2	2	0
"90000388"	"DOLEZYCH GMBH & CO. KG"	"12.999.01.001"	-2	0	-2
"90000389"	"Schaublin S.A."	"12.999.01.003"	0	2	-2
"90000549"	"INTRA Logistik- und"	"12.999.01.003"	0	0	0
